Issue,Volume,title,authors,views,citations
448,94,Discrimination with Many Variables,"P. J. Brown, T. Fearn & M. S. Haque",67,4
448,94,"Classes of Nonseparable, Spatio-Temporal Stationary Covariance Functions",Noel Cressie & Hsin-Cheng Huang,458,150
448,94,Detecting Common Signals in Multiple Time Series Using the Spectral Envelope,David S. Stoffer,57,11
448,94,Rank-Based Autoregressive Order Identification,Bernard Garel & Marc Hallin,54,5
448,94,The Null Hypothesis Testing Controversy in Psychology,David H. Krantz,321,41
448,94,Book Reviews,,29,0
448,94,Telegraphic Reviews,,20,0
448,94,1999 Editorial Collaborators,,25,0
448,94,Editorial Board Page,,19,0
447,94,Bridging Different Eras in Sports,"Scott M. Berry, C. Shane Reese & Patrick D. Larkey",110,18
447,94,Comment,Jim Albert,26,0
447,94,Comment,Joseph B. Kadane,23,0
447,94,Comment,Michael J. Schell,22,0
447,94,Rejoinder,"Scott M. Berry, C. Shane Reese & Patrick D. Larkey",23,0
447,94,Estimation of the Causal Effect of a Time-Varying Exposure on the Marginal Mean of a Repeated Binary Outcome,"James M. Robins, Sander Greenland & Fu-Chang Hu",321,43
447,94,Comment,John M. Neuhaus,29,0
447,94,Comment,Donald B. Rubin & Constantine E. Frangakis,37,0
447,94,Comment,Larry Wasserman,35,0
447,94,Comment,Scott L. Zeger & Kung-Yee Liang,28,0
447,94,Rejoinder,"J. M. Robins, S. Greenland & F. C. Hu",44,0
447,94,Retrospective Ascertainment of Recurrent Events: An Application to Time to Pregnancy,"Thomas H. Scheike, Jørgen H. Petersen & Torben Martinussen",63,14
447,94,Combining Data from Polymerase Chain Reaction DNA Typing Experiments: Applications to Sperm Typing Data,William Navidi & Norman Arnheim,27,1
447,94,Pseudolikelihood Modeling of Multivariate Outcomes in Developmental Toxicology,"Helena Geys, Geert Molenberghs & Louise M. Ryan",72,41
447,94,A Signal Extraction Approach to Modeling Hormone Time Series with Pulses and a Changing Baseline,"Wensheng Guo, Yuedong Wang & Morton B. Brown",58,12
447,94,Analyzing Multiple Emotions over Time by Autoregressive Negative Multinomial Regression Models,Ulf Böckenholt,64,1
447,94,Modeling Uncertainty in Latent Class Membership: A Case Study in Criminology,"Kathryn Roeder, Kevin G. Lynch & Daniel S. Nagin",433,118
447,94,Variable Selection and Function Estimation in Additive Nonparametric Regression Using a Data-Based Prior,"Thomas S. Shively, Robert Kohn & Sally Wood",136,20
447,94,Comment,"Babette A. Brumback, David Ruppert & M. P. Wand",122,8
447,94,Comment,E. I. George & R. E. McCulloch,27,0
447,94,Comment,Steven N. Maceachern & Xiaotong Shen,28,0
447,94,Comment,Peter Müller,25,0
447,94,Rejoinder,"Thomas S. Shively, Robert Kohn & Sally Wood",27,0
447,94,SiZer for Exploration of Structures in Curves,Probal Chaudhuri & J. S. Marron,339,138
447,94,Nonparametric Methods for Doubly Truncated Data,Bradley Efron & Vahe Petrosian,469,44
447,94,Random Sieve Likelihood and General Regression Models,"Xiaotong Shen, Jian Shi & Wing Hung Wong",78,4
447,94,A Test for Global Maximum,Li Gan & Jiming Jiang,51,2
447,94,Yule's Association Paradox and Ignored Stratum Heterogeneity in Capture—Recapture Studies,"Joseph B. Kadane, Michael M. Meyer & John W. Tukey",30,2
447,94,Tests of Linear and Logarithmic Transformations for Integrated Processes,Masahito Kobayashi & Michael McAleer,31,3
447,94,Testing the Fit of a Parametric Function,"Marc Aerts, Gerda Claeskens & Jeffrey D. Hart",124,24
447,94,On Testing of Individual Bioequivalence,Weizhen Wang,42,0
447,94,Rank Estimation of Treatment Differences Based on Repeated Measurements Subject to Dependent Censoring,D. V. Glidden & L. J. Wei,29,3
447,94,Proportional Hazards Regression with Missing Covariates,Hua Yun Chen & Roderick J. A. Little,184,44
447,94,A New Bayesian Model for Survival Data with a Surviving Fraction,"Ming-Hui Chen, Joseph G. Ibrahim & Debajyoti Sinha",384,126
447,94,Bayesian Multiscale Models for Poisson Processes,Eric D. Kolaczyk,144,11
447,94,Inhomogeneous Prior Models for Image Reconstruction,R. G. Aykroyd & S. Zimeras,46,12
447,94,The Masking Breakdown Point of Multivariate Outlier Identification Rules,Claudia Becker & Ursula Gather,129,38
447,94,Robustness Properties of k Means and Trimmed k Means,Luis Ángel García-Escudero & Alfonso Gordaliza,138,3
447,94,Nonparametric Two-Sample Comparisons of Changes on Ordinal Responses,Peter Bajorski & John Petkau,50,7
447,94,Book Reviews,,35,0
447,94,Telegraphic Reviews,,20,0
447,94,Editorial Board Page,,17,0
446,94,Data and Dogma in Public Policy,Daniel Patrick Moynihan,47,0
446,94,A Dynamic Model of Purchase Timing with Application to Direct Marketing,"Greg M. Allenby, Robert P. Leone & Lichung Jen",348,53
446,94,Evaluation and Comparison of EEG Traces: Latent Structure in Nonstationary Time Series,"Mike West, Raquel Prado & Andrew D. Krystal",94,6
446,94,Regression Depth,Peter J. Rousseeuw & Mia Hubert,176,60
446,94,Comment,Xuming He,24,0
446,94,Comment,Roger Koenker,30,0
446,94,Comment,Regina Y. Liu & Kesar Singh,26,0
446,94,Comment,"Raymond J. Carroll, David Ruppert & Leonard A. Stefanski",23,1
446,94,Comment,Joseph W. McKean & Simon J. Sheather,25,0
446,94,Comment,David Olive & Douglas M. Hawkins,25,0
446,94,Comment,Stephen Portnoy & Ivan Mizera,24,0
446,94,Rejoinder,"Peter J. Rousseeuw, Stefan Van Aelst & Mia Hubert",58,1
446,94,A Fast Procedure for Outlier Diagnostics in Large Regression Problems,Daniel Peña & Victor Yohai,86,6
446,94,"Prediction Intervals, Factor Analysis Models, and High-Dimensional Empirical Linear Prediction",A. Adam Ding & J. T. Gene Hwang,55,10
446,94,Self-Consistency and Principal Component Analysis,Thaddeus Tarpey,71,11
446,94,Stepwise Confidence Intervals without Multiplicity Adjustment for Dose—Response and Toxicity Studies,Jason C. Hsu & Roger L. Berger,92,0
446,94,Exact Confidence Bounds for all Contrasts of Three or More Regression Lines,John D. Spurrier,52,12
446,94,Multiple Confidence Sets Based on Stagewise Tests,Sture Holm,43,5
446,94,A Proportional Hazards Model for the Subdistribution of a Competing Risk,Jason P. Fine & Robert J. Gray,3671,2897
446,94,A General Theory on Stochastic Curtailment for Censored Survival Data,"D. Y. Lin, Q. Yao & Zhiliang Ying",78,0
446,94,Invariant Exponential Models Applied to Reliability Theory and Survival Analysis,Joan Del Castillo & Pedro Puig,35,1
446,94,The Best Test of Exponentiality against Singly Truncated Normal Alternatives,Joan del Castillo & Pedro Puig,70,11
446,94,A Conditional Saddlepoint Approximation for Testing Problems,Riccardo Gatto & S. Rao Jammalamadaka,45,6
446,94,Default Bayes Factors for Nonnested Hypothesis Testing,J. O. Berger & J. Mortera,84,31
446,94,Bayesian Morphology: Fast Unsupervised Bayesian Image Analysis,Florence Forbes & Adrian E. Raftery,49,3
446,94,On Subsampling Estimators with Unknown Rate of Convergence,"Patrice Bertail, Dimitris N. Politis & Joseph P. Romano",65,9
446,94,Iterated Transformation–Kernel Density Estimation,Lijian Yang & James S. Marron,59,6
446,94,Filtering via Simulation: Auxiliary Particle Filters,Michael K. Pitt & Neil Shephard,1234,380
446,94,Combining Classifiers via Discretization,Majid Mojirsheibani,57,16
446,94,Implementation of a Maximin Power Clustering Criterion to Select near Replicates for Regression Lack-of-Fit Tests,"Forrest R. Miller, James W. Neill & Brian W. Sherfey",36,3
446,94,Pooled Mean Group Estimation of Dynamic Heterogeneous Panels,"M. Hashem Pesaran, Yongcheol Shin & Ron P. Smith",1494,591
446,94,Extensions of Calibration Estimators in Survey Sampling,Alain Théberge,78,3
446,94,Book Reviews,,41,0
446,94,Telegraphic Reviews,,29,0
446,94,Letters to the Editor,,18,0
446,94,Corrections,,20,0
446,94,Editorial Board Page,,16,0
445,94,Markovian Structures in Biological Sequence Alignments,"Jun S. Liu, Andrew F. Neuwald & Charles E. Lawrence",50,16
445,94,Meta-Analysis of Migraine Headache Treatments: Combining Information from Heterogeneous Designs,"Francesca Dominici, Giovanni Parmigiani, Robert L. Wolpert & Vic Hasselblad",123,0
445,94,Hierarchical Generalized Linear Models in the Analysis of Variations in Health Care Utilization,Michael J. Daniels & Constantine Gatsonis,292,19
445,94,A Hierarchical Latent Variable Model for Ordinal Data from a Customer Satisfaction Survey with “No Answer” Responses,Eric T. Bradlow & Alan M. Zaslavsky,174,2
445,94,Estimating Multistate Transition Hazards from Last-Move Data,Carl P. Schmertmann,45,3
445,94,The Influence of Social Programs in Source Countries on Various Classes of U.S. Immigration,"Michael J. Greenwood, John M. McDowell, Donald M. Waldman & Steven S. Zahniser",39,1
445,94,Comparing Predictions and Outcomes: Theory and Application to Income Changes,"Marcel Das, Jeff Dominitz & Arthur van Soest",56,5
445,94,Prediction of Spatial Cumulative Distribution Functions Using Subsampling,"Soumendra N. Lahiri, Mark S. Kaiser, Noel Cressie & Nan-Jung Hsu",93,17
445,94,Comment,Peter Bühlmann & Hans R. Künsch,23,0
445,94,Comment,Ronald Christensen,22,0
445,94,Comment,Mark S. Handcock,22,0
445,94,Comment,Michael Sherman & Edward Carlstein,21,0
445,94,Comment,Michael L. Stein,22,0
445,94,Rejoinder,"Soumendra N. Lahiri, Mark S. Kaiser, Noel Cressie & Nan-Jung Hsu",21,0
445,94,Semiparametric Regression Models for Repeated Events with Random Effects and Measurement Error,"Wenxin Jiang, Bruce W. Turnbull & Larry C. Clark",78,5
445,94,Semiparametric Inference in the Proportional Odds Regression Model,Song Yang & Ross L. Prentice,157,0
445,94,Censored Median Regression Using Weighted Empirical Survival and Hazard Functions,Song Yang,108,41
445,94,Nonparametric Estimation of a Recurrent Survival Function,Mei-Cheng Wang & Shu-Hui Chang,237,43
445,94,Methods for Estimating a Conditional Distribution Function,"Peter Hall, Rodney C. L. Wolff & Qiwei Yao",294,95
445,94,Improved Estimators in Nonparametric Regression Problems,Linda H. Zhao,38,1
445,94,A Class of Locally and Globally Robust Regression Estimates,"Nelida Ferretti, Diana Kelmansky, Victor J. Yohai & Ruben H. Zamar",50,10
445,94,Quasi-Linear Wavelet Estimation,Sam Efromovich,45,3
445,94,High-Breakdown Rank Regression,"William H. Chang, Joseph W. McKean, Joshua D. Naranjo & Simon J. Sheather",86,34
445,94,On Estimation of Monotone and Concave Frontier Functions,"Irène Gijbels, Enno Mammen, Byeong U. Park & Léopold Simar",104,41
445,94,Combining Conditional Log-Linear Structures,Stephen E. Fienberg & Sung-Ho Kim,39,0
445,94,Treatment Effects in a Logistic Model Involving the Box-Cox Transformation,Arminda Lucia Siqueira & Jeremy M. G. Taylor,46,2
445,94,"Identifiability, Improper Priors, and Gibbs Sampling for Generalized Linear Models",Alan E. Gelfand & Sujit K. Sahu,281,48
445,94,Variance Estimation for Survey Data with Composite Imputation and Nonnegligible Sampling Fractions,Jun Shao & Philip Steel,104,15
445,94,"Order Statistic Properties, Random Generation, and Goodness-of-Fit Testing for a Minimal Repair Model",Ma. Zenia N. Agustin & Edsel A. Peña,46,5
445,94,A Class of Permutation Tests of Bivariate Interchangeability,Michael D. Ernst & William R. Schucany,47,2
445,94,Data-Driven Rank Tests for Independence,Wilbert C. M. Kallenberg & Teresa Ledwina,84,19
445,94,Combining the Advantages of One-Sided and Two-Sided Test Procedures for Comparing Several Treatment Effects,Tetsuhisa Miwa & Tony Hayter,37,7
445,94,Adjusted Score Tests of Homogeneity for Poisson Processes,Edmund T. M. Ng & Richard J. Cook,44,7
445,94,The Versatility of Function-Indexed Weighted Log-Rank Statistics,Michael R. Kosorok & Chin-Yu Lin,59,15
445,94,Book Reviews,,36,0
445,94,Letters to the Editor,Gary King,29,0
445,94,Editorial Board Page,,18,0
444,93,Statistics among the Liberal Arts,David S. Moore,218,19
444,93,Hierarchical Bayesian Analysis of Arrest Rates,"Jacqueline Cohen, Daniel Nagin, Garrick Wallstrom & Larry Wasserman",77,2
444,93,Scheduling Periodic Examinations for the Early Detection of Disease: Applications to Breast Cancer,Sandra J. Lee Research Scientist & Marvin Zelen,85,19
444,93,Using Historical Controls to Adjust for Covariates in Trend Tests for Binary Data,"Joseph G. Ibrahim Associate Professor, Louise M. Ryan & Ming-Hui Chen",56,23
444,93,Approximately Exact Inference for the Common Odds Ratio in Several 2 × 2 Tables,Robert L. Strawderman & Martin T. Wells,61,4
444,93,Comment,Alan Agresti,29,0
444,93,Comment,James G. Booth & Ronald W. Butler,23,0
444,93,Comment,"Cyrus R. Mehta, Nitin R. Patel & Pralay Senchaudhuri",23,1
444,93,Rejoinder,Robert L. Strawderman & Martin T. Wells,23,0
444,93,Semiparametric Regression for Repeated Outcomes with Nonignorable Nonresponse,"Andrea Rotnitzky, James M. Robins & Daniel O. Scharfstein",280,0
444,93,Variability Assessment in Positron Emission Tomography and Related Generalized Deconvolution Models,Ranjan Maitra & Finbarr O'sullivan,42,4
444,93,Using Smoothed Receiver Operating Characteristic Curves to Summarize and Compare Diagnostic Systems,Chris J. Lloyd,123,48
444,93,Extended Generalized Estimating Equations for Clustered Data,Daniel B. Hall & Thomas A. Severini,127,26
444,93,Quasi-Likelihood Regression with Unknown Link and Variance Functions,Jeng-Min Chiou & Hans-Georg Müller,132,16
444,93,Asymptotic Confidence Regions for Kernel Smoothing of a Varying-Coefficient Model with Longitudinal Data,"Colin O. Wu, Chin-Tsang Chiang & Donald R. Hoover",269,76
444,93,Nonparametric Regression Analysis of Longitudinal Data,Joan G. Staniswalis & J. Jack Lee,246,40
444,93,Analysis of Two-Way Layout of Count Data Involving Multiple Counts in Each Cell,S. R. Paul & T. Banerjee,42,6
444,93,Orthogonal Column Latin Hypercubes and Their Application in Computer Experiments,Kenny Q. Ye,451,122
444,93,Minimax Robust Designs and Weights for Approximately Specified Regression Models with Heteroscedastic Errors,Douglas P. Wiens,47,7
444,93,An Intrinsic Limiting Procedure for Model Selection and Hypotheses Testing,"Elías Moreno, Francesco Bertolino & Walter Racugno",56,33
444,93,Testing Parametric versus Semiparametric Modeling in Generalized Linear Models,"Wolfgang Härdle, Enno Mammen & Marlene Müller",130,14
444,93,Estimating the Number of Classes in a Finite Population,Peter J. Haas & Lynne Stokes,63,18
444,93,Time-Dependent Spectral Analysis of Nonstationary Time Series,Sudeshna Adak,229,25
444,93,Sequentially Deciding between Two Experiments for Estimating a Common Success Probability,"Janis Hardwick, Connie Page & Quentin F. Stout",29,3
444,93,Book Reviews,,39,0
444,93,Telegraphic Reviews,,21,0
444,93,1998 Editorial Collaborators,,20,0
444,93,Editorial Board Page,,19,0
443,93,Adrian Raftery,George Casella & Karen Kafadar,41,0
443,93,Not Asked and Not Answered: Multiple Imputation for Multiple Surveys,"Andrew Gelman, Gary King & Chuanhai Liu",221,42
443,93,Comment,David A. Binder,33,0
443,93,Comment,John Brehm,34,0
443,93,Comment,David R. Judkins,37,0
443,93,Comment,Robert L. Santos,30,0
443,93,Comment,Joseph B. Kadane,29,0
443,93,Rejoinder,"Andrew Gelman, Gary King & Chuanhai Liu",35,0
443,93,The Balance of Self-Reported Heterosexual Activity in KAP Surveys and the AIDS Epidemic in Africa,"Mark Gersovitz, Hanan G. Jacoby, F. Seri Dedy & A. Gozé Tapé",52,10
443,93,Purposive Program Placement and the Estimation of Family Planning Program Effects in Tanzania,"Gustavo Angeles, David K. Guilkey & Thomas A. Mroz",99,21
443,93,Parametric and Nonparametric Approaches to Price and Tax Reform,Angus Deaton & Serena Ng,76,5
443,93,Bayesian Identification of Outliers in Computerized Adaptive Tests,"Eric T. Bradlow, Robert E. Weiss & Meehyung Cho",68,18
443,93,A Model for Evaluating Sensitivity and Specificity for Correlated Diagnostic Tests in Efficacy Studies with an Imperfect Reference Test,Yinsheng Qu & Alula Hadgu,102,0
443,93,Analysis of Survival Data from a Randomized Trial with All-or-None Compliance: Estimating the Cost-Effectiveness of a Cancer Screening Program,Stuart G. Baker,83,30
443,93,Bayesian CART Model Search,"Hugh A. Chipman, Edward I. George & Robert E. McCulloch",448,145
443,93,Comment,Heping Zhang,34,0
443,93,Comment,"Keith Knight, Rafal Kustra & Robert Tibshirani",30,0
443,93,Comment,"D. G. T. Denison, A. F. M. Smith & B. K. Mallick",32,0
443,93,Rejoinder,"Hugh A. Chipman, Edward I. George & Robert E. McCulloch",33,0
443,93,Smoothing Spline Models for the Analysis of Nested and Crossed Samples of Curves,Babette A. Brumback & John A. Rice,233,90
443,93,Comment,Yuedong Wang & Grace Wahba,35,1
443,93,Comment,Jianqing Fan & Jin-Ting Zhang,28,0
443,93,Comment,Alois Kneip,26,0
443,93,Comment,Nicholas Lange,29,0
443,93,Comment,James O. Ramsay & Bernard W. Silverman,26,0
443,93,Rejoinder,Babette Brumback & John Rice,28,0
443,93,Correlation and High-Dimensional Consistency in Pattern Recognition,Nanxiang Ge & Douglas G. Simpson,41,1
443,93,Test of Significance When Data are Curves,Jianqing Fan & Sheng-Kuei Lin,286,55
443,93,Rejection Control and Sequential Importance Sampling,"Jun S. Liu, Rong Chen & Wing Hung Wong",154,42
443,93,Sequential Monte Carlo Methods for Dynamic Systems,Jun S. Liu & Rong Chen,1373,326
443,93,Adaptive Markov Chain Monte Carlo through Regeneration,"Walter R. Gilks, Gareth O. Roberts & Sujit K. Sahu",161,65
443,93,Discretization of Continuous Markov Chains and Markov Chain Monte Carlo Convergence Assessment,Chantal Guihenneuc-jouyaux & Christian P. Robert,117,4
443,93,Projected Multivariate Linear Models for Directional Data,"Brett Presnell, Scott P. Morrison & Ramon C. Littell",185,28
443,93,Large Cluster Results for Two Parametric Multinomial Extra Variation Models,Nagaraj K. Neerchal & Jorge G. Morel,46,7
443,93,Assessing the Number of Linear Components in a General Regression Problem,Santiago Velilla,42,12
443,93,A Composite Likelihood Approach to Binary Spatial Data,Patrick J. Heagerty & Subhash R. Lele,247,59
443,93,A Unified Approach to Likelihood Inference on Stochastic Orderings in a Nonparametric Context,Valentino Dardanoni & Antonio Forcina,73,28
443,93,Estimation Efficiency With Omitted Covariates in Generalized Linear Models,John M. Neuhaus,90,2
443,93,Bayesian Multiple Comparisons Using Dirichlet Process Priors,Ramanan Gopalan & Donald A. Berry,110,21
443,93,Nonparametric Bayesian Analysis for Assessing Homogeneity in k × l Contingency Tables with Fixed Right Margin Totals,Fernando A. Quintana,46,3
443,93,An Adaptive Concatenated Failure Rate Model for Software Reliability,"Dhaifalla Al-mutairi, Yiping Chen & Nozer D. Singpurwalla",49,4
443,93,Marginal Regression Models for Multivariate Failure Time Data,C. F. Spiekerman & D. Y. Lin,155,43
443,93,Optimal and Efficient Repeated-Measurements Designs for Uncorrelated Observations,H. B. Kushner,46,9
443,93,Testing and Modeling Multivariate Threshold Models,Ruey S. Tsay,435,137
443,93,Theory and Methods,Genshiro Kitagawa,70,13
443,93,A Review of Composite Sampling Methods,Vicki A. Lancaster Statistical Consultant & Sallie Keller-mcnulty,116,12
443,93,Book Reviews,,41,0
443,93,Telegraphic Reviews,,23,0
443,93,Corrections,,27,0
443,93,Editorial Board Page,,17,0
442,93,A New Strategy for Evaluating the Impact of Epidemiologic Risk Factors for Cancer with Application to Melanoma,"Colin B. Begg, Jaya M. Satagopan & Marianne Berwick",42,2
442,93,Analysis of Censored Survival Data with Intermittently Observed Time-Dependent Binary Covariates,"Cheryl L. Faucett, Nathaniel Schenker & Robert M. Elashoff",69,14
442,93,Model for the Analysis of Binary Longitudinal Pain Data Subject to Informative Dropout through Remedication,"Erik P. Pulkstenis, Thomas R. Ten Have & J. Richard Landis",70,17
442,93,Estimating Bowhead Whale Population Size and Rate of Increase from the 1993 Census,Adrian E. Raftery & Judith E. Zeh,67,14
442,93,On the Fairness of Death-Penalty Jurors: A Comparison of Bayesian Models with Different Levels of Hierarchy and Various Missing-Data Mechanisms,"Elizabeth A. Stasny, Joseph B. Kadane & Kathleen S. Fritsch",35,2
