Issue,Volume,title,authors,views,citations
157,22,Two Methods of Forecasting Hog Prices,Mordecai Ezekiel,14,1
157,22,Further Studies in the Graphic Use of Circles and Bars,R. von Huhn,16,5
157,22,II Some Additional Data,Frederick E. Croxton,11,12
157,22,Measuring the Fluctuations of Employment in the Ohio Construction Industry,Ralph J. Watkins,9,0
157,22,The Laws of Growth of a Population,Sir George H. Knibbs C.M.G.,13,0
157,22,Differentiation in Index Numbers of Security Prices,Herbert Marshall,9,0
157,22,The Effect of Violent Price-Fluctuations upon the Salaries of Clergymen,Edward L. Thorndike & Ella Woodyard,9,1
157,22,The Calculation of Moments about the Mean as Origin,J. Arthur Harris,15,1
157,22,Infant Mortality and the Business Cycle,Robert M. Woodbury & F. H. Hankins,10,1
157,22,Reviews,,9,0
156,21,The Laws of Growth of a Population,Sir George H. Knibbs C. M. G.,10,1
156,21,The Harvard Business Indexes—A New Interpretation,Karl G. Karsten,8,0
156,21,Requirements for Statisticians and Their Training,James W. Glover,10,1
156,21,II. Standards and Requirements in Statistics,Donald R. Belcher,10,0
156,21,III. Content and Purpose of Training in Elementary and in Advanced Statistics,Willford I. King,7,0
156,21,IV. Mathematical Background for the Study of Statistics,H. L. Rietz & A. R. Crathorne,9,0
156,21,V. Statistics in Insurance Service,Edwin W. Kopf,7,0
156,21,An Hypothesis concerning the Duration of Business Cycles,Frederick C. Mills,7,1
156,21,Arrests and Deaths since 1920 Attributable to Alcohol,Walter F. Willcox,7,0
156,21,A New Composite Index of Wages in the United States,Carl Snyder,7,0
156,21,A New Weekly Index of Commodity Prices,D. W. Ellsworth & Ruth Houghton,7,0
156,21,The Disappearing “Public”,George A. Lundberg,7,0
156,21,United States Cars in Canada,W. S. Rossiter,9,0
156,21,Progress of Work in the Census Bureau,,10,0
156,21,The Price Trend,,7,0
156,21,Increasing Labor Stability,,8,0
156,21,Reviews,,11,1
155,21,The past and Future Development of Vital Statistics in the United States,Walter F. Willcox,14,0
155,21,II. William Alexander King and the Federal Registration Service 1900–1906,George H. Van Buren,10,0
155,21,"III. Cressy L. Wilbur, M.D.",William H. Guilfoy,9,0
155,21,IV. 1926 Progress Report in the Campaign to Bring Every State into the Registration Area before 1930,William H. Davis,9,0
155,21,V. The Present Registration System,Louis I. Dublin,9,0
155,21,An Iteration Method for Determining Multiple Correlation Constants,Truman L. Kelley & Frank S. Salisbury,11,3
155,21,The Relation of Earning Power to Age in Professional Workers under Conditions of Nearly Free Competition,E. L. Thorndike & Ella Woodyard,10,0
155,21,The Determination of Curvilinear Regression “Surfaces” in the Presence of other Variables,Mordecai Ezekiel,8,0
155,21,The Trend-Seasonal Normal in Time Series,C. H. Whelden Jr.,10,0
155,21,A Particular Case of Non-Representative Sampling,G. Pietra,9,0
155,21,The Size of Families,Elbridge Sibley,9,0
155,21,"Occupational Groups in the United States, 1820–1920",P. K. Whelpton,10,1
155,21,Revision of the Weekly Index Number,Irving Fisher,11,0
155,21,A Criticism of Professor Chaddock's “Principles and Methods of Statistics”,Arne Fisher,10,0
155,21,A Basis of Forecasting National Income,Warren F. Hickernell,13,0
155,21,A Scale for Plotting Logarithmic Curves,J. S. Davis,10,0
155,21,Progress of Work in the Census Bureau,,9,0
155,21,Reviews,,10,0
154,21,The Relative Merits of Circles and Bars for Representing Component Parts,Walter Crosby Eells,15,23
154,21,The Formation of Frequency Distributions,John B. Canning,7,0
154,21,Forecasting the Price of Wheat,C. C. Bosland,9,0
154,21,A Frequency Curve Adapted to Variation in Percentage Occurrence,Sewall Weight,10,0
154,21,Spurious Correlation and its Significance to Physiology,E. J. Gumbel,9,1
154,21,Classification of Causes of Deaths and Death Registration,,11,0
154,21,The Determination of past and Present Secular Trends,Lincoln W. Hall,7,2
154,21,The Variability in the Difference between the Mortality of Men and Women in Copenhagen during the Last Twenty Years,Poul Heiberg,7,0
154,21,The New Series on Commonwealth of Pennsylvania Departmental Statistics,I. M. Rubinow,9,0
154,21,Reviews,,7,0
153,21,The Function of Statistics in Undergraduate Training,Robert E. Chaddock,12,1
153,21,The Statistical Allocation of Joint Costs,W. L. Crum,11,0
153,21,Discussion by M. O. Lorenz,,9,0
153,21,"The Construction of an Index Number of Bond Yields in the United States, 1859 to 1926",Fred R. Macaulay,9,0
153,21,The Reliability of a Percentage,Hornell Hart,9,0
153,21,Price Making Forces in Cotton Markets,B. Hugh & Lucy W. Killough,9,0
153,21,Combining the Advantages of First-Difference and Deviation-From-Trend Methods of Correlating Time Series,Bradford B. Smith,9,5
153,21,An Index of British Business Cycles,Dorothy Swaine Thomas,10,0
153,21,International Statistical Institute,Walter F. Willcox,9,0
153,21,The Choice of a Class Interval,Herbert A. Sturges,52,473
153,21,Comment on “A Formula for Freight Rates”,M. O. Lorenz,10,0
153,21,Report of the President of the Social Science Research Council for the Year 1925,Charles E. Merriam President,9,0
153,21,Reviews,,9,0
152,20,The Logarithmic Curve of Distribution,George R. Davies,11,0
152,20,Size of Families from Which College Students Come,Warren S. Thompson,9,1
152,20,Variation and Correlation within the Credit Structure,Helen D. Falkner,9,0
152,20,Measures of Correlation Determined from Groups of Varying Homogeneity,Truman L. Kelley,9,0
152,20,An Automatic Correlation Calculating Machine,Clark L. Hull,11,4
152,20,An Apparatus to Assist in the Calculation of the Standard Deviation of a Grouped Frequency Distribution,Frederick E. Croxton,9,1
152,20,An Index Number of Net Foreign Trade in Foodstuffs,George B. L. Arner,8,0
152,20,The Error in Eliminating Secular Trend and Seasonal Variation before Correlating Time Series,Bradford B. Smith,9,1
152,20,The Application of Statistics as an Aid in Maintaining Quality of a Manufactured Product,W. A. Shewhart,26,45
152,20,The Quantitative Determination of Fundamental Changes in Economic Data,O. Gressens,9,0
152,20,Richter's Review of “Elements of Business Statistics”,Robert Riegel,7,0
152,20,A Rejoinder,F. E. Richter,9,0
152,20,Reviews,,7,0
151,20,"On the True Rate of Natural Increase: As Exemplified by the Population of the United States, 1920",Loots I. Dublin & Alfred J. Lotka,29,12
151,20,A General Mathematical Theory of Depreciation,Harold Hotelling,47,78
151,20,A New Zealand Study in Infant Mortality,Edward P. Neale,10,2
151,20,A Study of Net Railway Operating Income,Leroy E. Peabody,9,0
151,20,A Further Discussion of the Variability of Family Strains in the Negro—White Population of New York City,Melville J. Herskovits,9,0
151,20,A Form of Saturation Curve,Lowell J. Reed,9,0
151,20,The Revised Index of the Volume of Trade,Carl Snyder,9,0
151,20,The Assumptions Implied in the Multiple Regression Equation,Mordecai Ezekiel,13,1
151,20,Revision of the Weekly Index Number,Irving Fisher,10,0
151,20,British Production Indexes,Woodlief Thomas,9,1
151,20,A Formula for Freight Rates,John G. Schaffer,10,0
151,20,Professor Common's Review of “The Tax Problem in Wisconsin”,L. R. Gottlieb,9,0
151,20,An Attempt at a Logical Approach to Certain Fundamentals in Physical Mathematics,M. C. Rorty,9,0
151,20,Reviews,,10,0
150,20,"The Mortality in Germany, 1913–1921",E. Roesle M.D.,9,0
150,20,Our Unstable Dollar and the So-Called Business Cycle,Irving Fisher,24,24
150,20,On the Measurement of Seasonal Variation,O. Gressens,11,3
150,20,The Least Squares Criterion for Trend Lines,W. L. Crum,10,0
150,20,The Law of Demand and the Theory of Probability,Theodore H. Brown,9,0
150,20,The Refinement of Time Series,Olin Ingraham,9,0
150,20,Price Changes in China,J. Lossing Buck,11,0
150,20,An Extension of the Method of Moments,Henry Schultz,12,2
150,20,The Cost of Living Indices of the N. I. C. B. and of the B. of L. S.,Virgil Jordan,11,0
150,20,On the Standard Error of Estimate,Solomon Kuznets,9,0
150,20,Professor Young's Review of “Germany's Capacity to Pay”,H. G. Moulton & C. E. McGuire,9,0
150,20,A Rejoinder,Allyn A. Young,9,0
150,20,Reviews,,9,0
149,20,The Statistician and the Population Problem,Louis I. Dublin,13,0
149,20,A Moving Secular Trend and Moving Integration,Lincoln W. Hall,9,2
149,20,Familial Differential Fecundity,Hornell Hart,10,1
149,20,Forecasting the Acreage of Cotton,Bradford B. Smith,14,1
149,20,Progressive Variation in Seasonality,W. L. Crum,10,3
149,20,The Major Trends of Bond Prices,McDonald H. Wilson,11,0
149,20,Formulae for Facilitating Computations in Time Series Analyses,Frank Alexander Ross,12,0
149,20,Population Statistics of Foreign Countries,Edgar Sydenstricker,9,0
149,20,The Canadian Plan of Organization of Government Statistics,R. H. Coats,10,0
149,20,A Note on Almshouse Population,Percy L. Clark Jr.,10,0
149,20,Reviews,,10,0
148,19,A Method of Handling Curvilinear Correlation for Any Number of Variables,Mordecai Ezekiel,13,20
148,19,A New Zealand Study in Natality,Edward P. Neale,11,1
148,19,Principles Underlying the Isolation of Cycles and Trends,Willford I. King,9,0
148,19,Growth Curves and Railway Traffic,Leroy E. Peabody,9,1
148,19,Cost of Living Statistics of U. S. Bureau of Labor Statistics and the National Industrial Conference Board,Elma B. Carr,9,0
148,19,Three Years' Progress in Current Business Statistics,Mortimer B. Lane,10,0
148,19,A Shortened Interpolation Formula for Certain Types of Data,E. P. Neale & D. M. Y. Sommerville,9,0
148,19,Wage Indexes and Price Indexes,George Soule,11,0
148,19,A Sex Cleavage in the Presidential Election of 1920,Malcolm M. Willey & Stuart A. Rice,10,1
148,19,The Fiftieth Anniversary of Quetelet's Death,Constant Lurguin,9,0
148,19,Welfare Activities of the United States Steel Corporation,F. L. Hoffman,9,0
148,19,Reviews,,9,0
147,19,The Measurement of Correlation and the Problem of Estimation,Frederick C. Mills,9,0
147,19,An Improved Method for Measuring the Seasonal Factor,W. Willford I. King,9,3
147,19,Is the Family of Five Typical?,Paul H. Douglas,9,0
147,19,A New Clearings Index of Business for Fifty Years,Carl Snyder,9,0
147,19,Revision of the Weekly Index Number,Irving Fisher,9,0
147,19,The Relation of the United States to International Statistics,Walter F. Willcox,9,0
147,19,The Higher Cost of Food in Massachusetts,R. J. McFall,9,0
147,19,"Wholesale Prices, 1801–1840",Alvin H. Hansen,9,0
147,19,"Monthly Pig Iron Production, 1884–1902: An Analysis of a Problem in Correlation",Holbrook Working,9,0
147,19,"U. S. Divorce Rates, 1922",Walter F. Willcox,12,0
147,19,Social Science Abstracts,F. Stuart Chapin,9,0
147,19,Trade Statistics,,12,0
147,19,Reviews,,9,0
146,19,Economic Factors in Infant Mortality,Robert Morse Woodbury,39,4
146,19,Seasonal Variation as a Relative of Secular Trend,Lincoln W. Hall,14,2
146,19,The Measurement of Seasonal Variation,Helen D. Falkner,102,6
146,19,The Problem of a Standard Index Number Formula,George R. Davies,46,5
146,19,A New Index of the General Price Level from 1875,Carl Snyder,14,1
146,19,The Nature of an Unequivocal Price-Index and Quantity-Index: Part II,Sir George H. Knibbs,47,0
146,19,Ten Years' Experience in Business Statistics,H. Parker Willis,13,1
146,19,A Generalized Law of Error,Paul R. Rider,14,0
146,19,Death Rates from Puerperal Septicemia and Their Variability,G. E. Harmon,11,0
146,19,Reviews,,17,0
145,19,Some Fundamental Concepts of Statistics,Warren M. Persons,12,2
145,19,Population Growth and the Volume of Building,Willford I. King,12,0
145,19,The Theory of Quadrature in Economics,Karl G. Karsten,10,1
145,19,Four Types of Index Numbers of Farm Prices,L. H. Bean & O. C. Stine,13,0
145,19,A New Index of Business Activity,Carl Snyder,10,0
145,19,The Nature of an Unequivocal Price-Index and Quantity-Index,Sir George H. Knibbs,10,1
145,19,The Supervising or Staff Statistician,Donald R. Belcher,11,0
145,19,A Simplified Method of Determining What Contrasts between Two Percentage Distributions are Significant,Hornell Hart,10,0
145,19,The Political Vote as a Frequency Distribution of Opinion,Stuart A. Rice,16,4
145,19,"A Note on the Census Categories, “Urban” and “Rural”",Stuart A. Rice,10,0
145,19,Communications,W. S. Rossiter,9,0
145,19,Reviews,,7,0
144,18,A New Index of the Volume of Trade,Carl Snyder,9,0
144,18,Problems in Sampling,Burton H. Camp,10,0
144,18,Occupational Incidence of Labor Mobility,Paul F. Brissenden,10,2
144,18,A Method of Handling Multiple Correlation Problems,H. R. Tolley & M. J. B. Ezekiel,11,2
144,18,The Future Oil Supply,C. C. Osborn,8,0
144,18,A Statistical Theory of Depreciation,J. S. Taylor,12,4
144,18,The Business Cycle Largely a “Dance of the Dollar”,Irving Fisher,16,26
144,18,Abridged Life Tables for Health Officers,Charles C. Grove,8,0
144,18,Economic Survey of the New York Region,,8,0
144,18,The New Hampshire Survey,,8,0
144,18,Reviews,,9,0
143,18,A Weekly Index Number of Wholesale Prices,Irving Fisher,9,1
143,18,First and Second Laws of Error,Edwin Bidwell Wilson,18,6
143,18,The Trend of Adult Mortality in the United States,Gladden W. Baker,8,0
143,18,"An Analysis of Strike Statistics, 1881–1921",Paul H. Douglas,8,2
143,18,Higher Degrees of College Professors: A Study of Some Factors Affecting the Research of Graduate Students Who Become College Professors,Karl J. Holzinger,10,0
143,18,The Resemblance between the Ordinate of the Periodogram and the Correlation Coefficient,W. L. Crum,9,0
143,18,Mongolian Amentia and the Ages of the Mothers at the Births of the Aments,Hornell Hart,9,0
143,18,Long Term Price Trends,Lawrence K. Frank,8,0
143,18,Spurious Correlation Applied to Urn Schemata,John Rogers Musselman,8,0
143,18,Seasonal Variation of Dependency,F. Stuart Chapin,8,0
143,18,French-Canadian Intermarriage in New England,Robert C. Dexter,12,0
143,18,A Proposal for a Clearing House of Information on the Employment of Members,,8,0
143,18,Reviews,,11,0
142,18,Population and the World War: A Preliminary Survey,Walter F. Willcox,9,1
142,18,Correlation of Time Series,Warren M. Persons,12,2
142,18,Velocity of Bank Deposits,W. Randolph Burgess,9,1
142,18,The Measurement of Concomitance of Variation,G. P. Watkins,9,0
142,18,On Professor H. L. Moore's Mathematical Analysis of the Business Cycle,Mark H. Ingraham,8,1
142,18,A Statistical Study of Smokers and Non-Smokers at the University of Tennessee,William L. Holt,8,0
142,18,Geographical Aspects of Statistics of Employment and Earnings,Don D. Lescohier,8,0
142,18,A “Statistical Paradox”,Horace Secrist,10,0
142,18,On Taylor's Interpolation Formula as a Limiting Case of the Interpolation Formula of Lagrange,Robert E. Moritz,8,0
142,18,A Record of Industrial Adjustment to the Last Depression,Ralph G. Hurlin,9,0
142,18,Progress of Work in the Census Bureau,,8,0
142,18,The Employment Statistics of the United States Employment Service,Harold V. Roelse,9,0
142,18,Reviews,,9,0
141,18,The Adventure of Population Growth,William S. Rossiter,8,0
141,18,Population Facts for the United States and Their Interpretation,Warren S. Thompson,8,0
141,18,The Measurement of Concomitance of Variation: Proposed Indexes of Variability and Correlation Based upon Logarithmic Curves and Having Reference Primarily to Time Series,G. P. Watkins,9,0
141,18,Experiment and Statistics in the Selection of Employees,Harry A. Wembridge,8,0
141,18,The Use of the Median in Determining Seasonal Variation,W. L. Crum,8,3
141,18,Canadian Employment Statistics,Ralph G. Hurlin,11,0
141,18,A Combination Form for Calculating the Correlation Coefficient and Ratios,Karl J. Holzinger,9,0
141,18,"Final Report of the Joint Committee of the American Statistical and the American Economic Associations to the Director of the Census, 1922",,8,0
141,18,The Inequality in the Distribution of Wealth and Income in the United States,Homer Hoyt,8,0
141,18,Law of Growth in Forecasting Demand,John Balch Blood,8,0
141,18,Infant Mortality in Australia,,9,1
141,18,Report of the Committee on the Measurement of Employment,,8,0
141,18,Report on the Business—Cycle Dinner,,8,0
141,18,Reviews,,8,0
140,18,The Measurement of Differences between Variable Quantities,Franz Boas,9,1
140,18,The Long-Time Cycles of Pandemic Influenza,Otto R. Eichel,8,2
140,18,The Net Volume of Saving in the United States,Willford I. King,8,0
140,18,Law of Growth in Forecasting Demand,Raymond B. Prescott,14,6
140,18,A Statistical Study of Poor Relief in Massachusetts,Katherine E. Howland,8,0
140,18,The Employment Statistics of the United States Employment Service,Ralph G. Hurlin,8,0
140,18,The Determination of Secular Trend Reconsidered,Holbrook Working,8,0
140,18,Industrial Classes in the United States in 1920,Alvin H. Hansen,9,1
140,18,British Banking Statistics,W. F. Crick,9,0
140,18,The Probable Error of the Difference between Two Differences,J. Arthur Harris,10,0
140,18,Recent Activities of the Census Bureau,,8,0
140,18,Method of Collecting Financial Statistics of Cities and States,,8,0
140,18,Statistics on Employment: A Rejoinder,W. A. Berridge,8,0
140,18,A Proposal for a Standard Series of Statistical Reference Books,,8,0
140,18,A Communication,Horace Secrist,9,0
140,18,A Reply,H. K. Herwitz,8,0
140,18,Reviews,,9,0
139,18,The Net Volume of Saving in the United States,Willford I. King,10,0
139,18,The Influence of the Business Cycle on Certain Social Conditions,William F. Ogburn & Dorothy S. Thomas,30,54
139,18,The Method of Monthly Means for Determination of a Seasonal Variation,William L. Hart,9,1
139,18,Some Results of the 1920 Population Census,Joseph A. Hill,8,0
139,18,Kinetic Statistics as an Aid to Production and Distribution,Walter N. Polakov,10,0
139,18,Westergaard's Method of Expected Deaths as Applied to the Study of Infant Mortality,Robert M. Woodbury,8,1
139,18,Distribution of Men Physically Unfit for Military Service,Rufus S. Tucker,9,0
139,18,Pre-War Unemployment Statistics: A Critique,Hornell Hart,8,0
139,18,Physical Measures as Functions of Frequency Distributions,M. C. Rorty,9,0
139,18,On the Correlation between a Variable and the Deviation of an Associated but not Dependent Variable from its Probable Value,J. Arthur Harris,8,0
139,18,Calculation of the Correlation Ratio,A. R. Crathorne,11,2
139,18,New Swedish Price Index Numbers,Ruth E. K. Peterson,8,0
139,18,Reviews,,8,0
138,18,The Place of Corporate Surplus in the National Income,Oswald W. Knauth,8,0
138,18,A Summary of the Results of the 1920 Census of Agriculture,Leon E. Truesdell,9,0
138,18,Report on an Anthropometric Investigation of the Population of the United States,Franz Boas,11,4
138,18,The Determination of Secular Trend,W. L. Crum,9,0
138,18,The Work of Dreyer in Relation to Life Insurance Examinations,Louis I. Dublin,8,0
138,18,"Cycles of Employment and Unemployment in the United States, 1903–1914",W. A. Berridge,9,0
138,18,The Federal Reserve Board's Price Index for Great Britain,Katharine Snodgrass,9,0
138,18,"Monthly Production of Pig Iron, 1884 to 1903",Margaret G. Myers,8,0
138,18,The Ratio of Male to Female Births as Affected by Wars,E. R. Shaw,8,0
138,18,"Sectional Trends in Department Store Trade, 1919–22",Lawrence B. Mann,9,0
138,18,Wage Studies of the National Industrial Conference Board: A Reply,Margaret Loomis Stecker,9,1
138,18,A Rejoinder,Paul H. Douglas,9,0
138,18,An All-Inclusive Employment Index for Wisconsin,A. J. Altmeyer,9,0
138,18,The Division of Vital Statistics of the United States Bureau of the Census,James A. Tobey,10,0
138,18,Reviews,,10,0
137,18,Statistics in the Service of Economics,Carroll W. Doten,11,0
137,18,Elasticity of Demand and Flexibility of Prices,Henry Ludwell Moore,16,2
137,18,Management and the Business Cycle,Henry S. Dennison,11,1
137,18,The Nature and Status of Business Research,Leonard P. Ayres,9,0
137,18,"Cycles of Employment and Unemployment in the United States, 1914–1921",W. A. Berridge,8,0
137,18,The Buying Power of Labor during the War,Alvin H. Hansen,8,0
137,18,Income Fluctuation of a Selected Group of Personal Returns,Edward White,8,0
137,18,Third Report of the Advisory Committee of the Census,,9,0
137,18,Comparison of Changes in the Value and the Volume of Foreign Trade,Lawrence B. Mann,8,0
137,18,Index Numbers for the Wages of Common Labor,W. Randolph Burgess,8,0
137,18,"Number of Wage-Earners in Manufacturing Establishments in Massachusetts, 1914–21",Roswell F. Phelps,8,0
137,18,Medians of Women's Earnings in Four States,Mary N. Winslow,42,0
137,18,A Percentage Protractor,Frederick E. Croxton,8,1
137,18,The Results of the Census of Czecho-Slovakia for 1921,F. L. Hoffman,8,0
137,18,Unemployment and the Business Cycle,Edward Eyre Hunt,10,0
137,18,Reviews,,8,0
136,17,A Special Application of Partial Correlation,W. L. Crum,7,0
136,17,A Price Index of Oil Stocks,Joseph E. Pogue,6,0
136,17,On the Apportionment of Representatives,F. W. Owens,7,1
136,17,A Measure of Dispersion for Ordered Series,W. L. Crum,6,0
136,17,"Physical Development of Vassar College Students, 1884–1920",Mabel Newcomer,8,1
136,17,Methods Used in Measuring Unemployment,Ernest S. Bradford,7,0
136,17,A Method of Estimating the Population of Continental United States for Intercensal Years,Donald R. Belcher,6,0
136,17,"A Simple Graphic Construction for Farr's Relation between Birth-Rate, Death-Rate, and Mean Length of Life",Alfred J. Lotka,19,0
136,17,A Vector Method for Computing a Weighted Average,R. von Huhn,7,0
136,17,Report upon the Apportionment of Representatives,,7,0
136,17,A National Index of Retail Trade,Lawrence B. Mann,6,0
136,17,Progress of Fourteenth Census Work,,6,0
136,17,Should the Undergraduate be Trained in Elementary Statistical Methods?,Robert E. Chaddock,6,0
136,17,Eugenics Congress,C. C. Little,6,0
136,17,Frederick S. Crum,Walter F. Willcox,6,0
136,17,Correspondence,Arthur Newsholme,6,0
136,17,Reviews,,8,0
135,17,The Better Use of Vital Statistics in Public Health Administration,Arthur Newsholme,6,0
135,17,Certain Properties of Index Numbers,Truman L. Kelley,6,0
135,17,The Measurement of the Relative Economic Status of Families,Edgar Sydenstricker & Willford I. King,9,4
135,17,A New Method of Apportionment of Representatives,Edward V. Huntington,9,2
135,17,Effect on the Reserve Ratio of Changes in Reserves and in Liabilities,E. A. Goldenweiser,6,0
135,17,Electrical Statistics as a Barometer of Industrial Activity,Robert M. Davis,6,0
135,17,The Mathematical Representation of Frequency Distributions,Harry C. Carver,7,1
135,17,An Examination of the Wage Studies of the National Industrial Conference Board,Paul H. Douglas,6,0
135,17,A Critique of Cost-of-Living Studies,George E. Barnett,6,0
135,17,On the Best Form of Index Number,Royal Meeker,7,0
135,17,The Business Indices of the Frankfurter Zeitung,Faith M. Williams,6,0
135,17,On Professor Moritz' Method for Computing Frequency Percentages,Karl J. Holzinger,6,0
135,17,Analytical Summary of the New Zealand Census of 1916,Robert M. Woodbury,9,0
135,17,Reviews,,6,0
134,17,The Coefficient of Correlation,Franz Boas,9,0
134,17,National Changes in Health and Longevity,Arthur Newsholme,6,0
134,17,The Mathematical Representation of Frequency Distributions,Harry C. Carver,8,1
134,17,The Origin and Development of Modern Trade Statistics,Faith M. Williams,9,0
134,17,A New Measure of Dispersion,Truman L. Kelley,7,1
134,17,Occupations of Immigrants before and after Coming to the United States,Louis Bloch,8,0
134,17,A Use for Trigonometric Tables in Correlation,Holbrook Working,7,0
134,17,The Graphic Representation of a Frequency Distribution,Robert E. Chaddock,7,1
134,17,"Short Term Borrowing in British Finance, 1914–1920",Katharine Snodgrass,7,0
134,17,Summary and Group Correlation,Herbert A. Sturges,6,0
134,17,Progress of the Census of Agriculture,J. A. Hill,7,0
134,17,Stature and Weight of Children,R. M. Woodbury,7,0
134,17,Statistical Activities in Central Europe,F. L. Hoffman,6,0
134,17,Measuring the Buying Power of the Community,R. B. Chaddock,7,0
134,17,First Federal Conference on Business Conditions Reporting,W. H. Steiner,7,0
134,17,Reviews,,6,0
133,17,The Best form of Index Number,Irving Fisher,8,1
133,17,The Measurement of Variations in the National Real Income,Edmund E. Day,6,0
133,17,A National Money Accounting as the Basis for Studies of Income Distribution,M. C. Rorty,8,0
133,17,The Conduct of the Fourteenth Census,William M. Steuart Assistant Director of Census,6,0
133,17,Industrial Establishment Disability Records as a Source of Morbidity Statistics,Edgar Sydenstricker & Dean K. Brundage,5,0
133,17,Mortality Rates of College Women,Myra M. Hulst,6,0
133,17,Rapid Methods of Approximating to Terms in a Binomial Expansion,George F. McEwen,6,0
133,17,On a New Method of Computing Frequency Percentages,Robert E. Moritz,6,0
133,17,Standardization of Statistics in State Institutions,Horatio M. Pollock,6,0
133,17,International Statistics and the League of Nations,Lucien March,7,0
133,17,Report of the International Statistical Commission Appointed by the Council of the League of Nations,R. H. Coats,6,0
133,17,French War Finance,Faith M. Williams,7,0
133,17,The Census of the Italian Population for 1921,C. Gini,7,0
133,17,The International Labor Office,,7,0
133,17,Florence Nightingale Centenary,M. A. Nutting & E. W. Kopf,7,0
133,17,Appointments on Committees for 1921,,6,0
133,17,Reviews,,7,0
132,17,On the Study of Displacements within a Population,Harald Westergaard,7,0
132,17,The Ability of European Immigrants to Speak English,Louis Bloch,6,0
132,17,Industrial Class Alignments in the United States,Alvin H. Hansen,6,0
132,17,Methods of Developing an Index of Collection Conditions,W. H. Steiner,6,0
132,17,On the Costs of Tuberculosis,Louis I. Dublin & Jessamine Whitney,7,0
132,17,The Effects of Varying the Rate of the Tax on Spirits,K. M. Williamson,7,0
132,17,Second Report of the Advisory Committee on the Census,,8,0
132,17,The Mean Stature of American Males,Charles B. Davenport,6,1
132,17,A New Analysis of Personal Income Tax Returns,M. C. Rorty,6,0
132,17,Progress of the Population Census,J. A. Hill,6,0
132,17,An American Accident Table,Olive E. Outwater,8,0
132,17,Organization of the Division of Statistics in the Massachusetts Department of Labor and Industries,Roswell F. Phelps,6,0
132,17,The First Number of Metron,,6,0
132,17,An Employment Index for Wisconsin,,6,0
