Issue,Volume,title,authors,views,citations
243,43,The Edge-Marking Method of Analyzing Data,L. L. Thurstone,10,0
243,43,"The War Production Board's Statistical Reporting Experience, II and III",David Novick & George A. Steiner,9,0
243,43,Book Reviews,,9,0
242,43,The War Production Board's Statistical Reporting Experience,David Novick & George A. Steiner,10,0
242,43,On Pooling Data,Frederick Mosteller,25,28
242,43,Correction: Use of Variance Components in the Analyses of Hog Prices in Two Markets,R. L. Anderson,10,0
242,43,On Estimating Precision of Measuring Instruments and Product Variability,Frank E. Grubbs,29,55
242,43,Life Company Investments and the Capital Markets,Fergus J. McDiarmid,11,0
242,43,Mortality Statistics for Life Insurance Underwriting,Edward A. Lew,23,0
242,43,Statistical Problems in Developing Voluntary Medical Expense Insurance Plans,Morton D. Miller,10,0
242,43,"Proceedings 107th Annual Meeting Hotel Commodore, New York City",,9,0
242,43,Book Reviews,,9,0
241,43,Statistics and Foreign Policy,Willard L. Thorp,12,0
241,43,History of the Uses of Modern Sampling Procedures,Frederick F. Stephan,36,19
241,43,The Use of Mark Sensing in a Large Scale Testing Program,Walter L. Deemer Jr.,9,1
241,43,A Proposed Basic Course in Statistics,George W. Snedecor,10,3
241,43,Actuarial Estimates for Public Sickness Insurance Plans,Abraham M. Niessen*,11,0
241,43,"Earnings of Nonfarm Employees in the U. S., 1890–1946",Stanley Lebergott*,12,0
241,43,Direct Determination of Compass Settings for Proportionate Area Pie-Charts,Herman Lasken,9,0
241,43,Profile Graphs,John V. Spielmans,12,0
241,43,A Method for Obtaining and Analyzing Sensitivity Data,W. J. Dixon & A. M. Mood,155,376
241,43,A Short-Cut Method of Fitting a Logistic Curve,William A. Spurr & David R. Arnold,20,2
241,43,Book Reviews,,9,0
241,43,Letters about Books,,9,0
240,42,Controlling Bias in Mail Questionnaires,John A. Clausen & Robert N. Ford,13,28
240,42,Coordinating the Measurements of Radio Listening,Hans Zeisel,10,0
240,42,A Stratified-Random Sample of a Small Finite Population,F. G. Cornell,16,3
240,42,Sampling Methods Applied to Estimating Numbers of Commercial Orchards in a Commercial Peach Area,Francis E. McVay,11,0
240,42,General Methods of Analysis for Incomplete Block Designs,C. Radhakrishna Rao,23,26
240,42,Tumbler Mortality,George W. Brown & Merrill M. Flood,11,5
240,42,The Relative Power of Three Statistics for Small Sample Destructive Tests,Paul H. Jacobson,13,4
240,42,Simplified Methods of Fitting Certain Types of Growth Curves,Dudley J. Cowden,12,1
240,42,Lorenz Curve Analysis of Industrial Decentralization,George C. Smith Jr.,10,0
240,42,Agricultural Price Index Numbers,Arthur G. Peterson,14,0
240,42,On the Choice of Forecasting Formulas,Paul G. Hoel,8,4
240,42,Use of Variance Components in the Analysis of Hog Prices in Two Markets,R. L. Anderson,14,2
240,42,The Relation of Control Charts to Analysis of Variance and Chi-Square Tests,Henry Scheffé,12,4
240,42,Book Reviews,,9,0
240,42,Editorial Board Page,,8,0
239,42,On a Population Sample for Greece,"Raymond J. Jessen, Richard H. Blythe Jr., Oscar Kempthorne & W. Edwards Deming",12,4
239,42,Estimating the Resident Alien Population of the United States,E. P. Hutchinson & Ernest Rubin,13,0
239,42,On the Use of Soviet Statistics,Harry Schwartz,11,0
239,42,A Frequency Distribution Represented as the Sum of Two Poisson Distributions,Walter Schilling M.D.,14,4
239,42,The Relation of Control Charts to Analysis of Variance and Chi-Square Tests,Henry Scheffé,20,3
239,42,Problems in Providing Adequate Statistics on Business Profits,Susan S. Burr,9,0
239,42,Sampling for the 1947 Survey of Consumer Finances,Roe Goodman,13,1
239,42,Contribution of Psychological Data to Economic Analysis,George Katona,13,9
239,42,Correction to the Citation of William G. Madow,,8,0
239,42,Book Reviews,Oscar Krisen Buros,12,0
238,42,Recent Productivity Trends and Their Implications,W. D. Evans,9,2
238,42,The Best Unbiased Estimate of Population Standard Deviation Based on Group Ranges,Frank E. Grubbs & Chalmers L. Weaver,31,13
238,42,Interest Rates by Loan Size and Geographical Region,John M. Hartwell Jr.,10,1
238,42,“Cost-Utility” as a Measure of the Efficiency of a Test,"Joseph Berkson M.D., D.Sc.",13,3
238,42,New Indexes of Hourly and Weekly Earnings Compiled by the Federal Reserve Bank of New York,George Garvy & Robert E. Lewis,9,0
238,42,Farm Employment Levels in Relation to Supply and Demand as per Cent of Normal,Walter A. Hendricks,9,0
238,42,The Use of the Angular Transformation in Biological Assays,Lila F. Knudsen & Jack M. Curtis,19,20
238,42,The Problem of Plot Size in Large-Scale Yield Surveys,"P. V. Sukhatme Ph.D., D.Sc.",9,2
238,42,Irving Fisher 1867–1947,Willard L. Thorp President,9,0
238,42,Book Reviews,Oscar Krisen Buros,10,0
238,42,Letters about Books,,8,0
237,42,A Tribute to Two Past Presidents of the Association,Isador Lubin,11,1
237,42,Tribute to Irving Fisher,Ragnar Frisch,10,0
237,42,Response of Irving Fisher,,9,1
237,42,Tribute to Walter F. Willcox,E. Dana Durand,11,0
237,42,Response of Walter F. Willcox,,8,0
237,42,Social and Economic Adjustments in a Democratic World,Isador Lubin,9,0
237,42,Trade Associations and Government Statistics,Earl Constantine,10,0
237,42,The Federal Trade Commission's Corporation Reports,William H. England,12,0
237,42,The Statistical Program of the Census Bureau,Philip M. Hauser,11,0
237,42,Developments in Labor Market and Price Statistics in 1945 and 1946,A. F. Hinrichs,14,0
237,42,Post-War Statistical Planning in the Department of the Interior,G. A. Lamb,11,0
237,42,Some Aspects of the Statistics Program in the Department of Agriculture,Conrad Taeuber,12,0
237,42,Problems of Multiple-Punching with Hollerith Machines,Kurt Benjamin,9,0
237,42,An Empirical Approach to Economic Intelligence in World War II,Richard Ruggles & Henry Brodie,44,13
237,42,Grant-in-Aid Apportionment Formulas,Francis G. Cornell,9,1
237,42,Methods of Measuring the Marginal Propensity to Consume,Trygve Haavelmo,48,25
237,42,A Critique of “A Method of Making Actuarial Estimates for a Compulsory Health Insurance System”,R. J. Myers,12,0
237,42,Leonard P. Ayres,W. Randolph Burgess,11,1
237,42,Book Reviews,,9,0
236,41,Applications and Problems of Productivity Data,Charles E. Young,11,0
236,41,Inspection Efficiency and Sampling Inspection Plans,Marvin Lavin,20,16
236,41,Elasticity of Physical Quantities and Flexibility of Unit Prices in the Dimension of Time,Frederick C. Mills,12,0
236,41,Presenting Seasonal Variation to the Business Executive,Alan S. Donnahoe,9,0
236,41,Some Applications of Multivariate Analysis to Economic Data,Gerhard Tintner,13,6
236,41,"Reproduction Rates Adjusted for Age, Parity, Fecundity, and Marriage",P. K. Whelpton,13,8
236,41,The Problem of Non-Response in Sample Surveys,Morris H. Hansen & William N. Hurwitz,71,133
236,41,On the Economic Theory of Cost of Living Index Numbers,Melville J. Ulmer,12,2
236,41,The Computation of Partial Correlation Coefficients,Frederick V. Waugh,12,0
236,41,An Application of Sequential Sampling to Testing Students,Dudley J. Cowden,11,7
236,41,The Statistical Sign Test,W. J. Dixon & A. M. Mood,41,90
236,41,Tests of Increased Severity,C. West Churchman & Benjamin Epstein,10,1
236,41,Book Reviews,Oscar Krisen Buros,9,0
236,41,Letters about Books,,8,0
236,41,Editorial Board Page,,9,0
235,41,One Statistical World,Earl Latham,13,0
235,41,"Objectives, Uses and Types of Labor Force Data in Relation to Economic Policy",Louis J. Ducoff & Margaret Jarman Hagood,12,0
235,41,Recent Experience with Problems of Labor Force Measurement,Gertrude Bancroft & Emmett H. Welch,9,4
235,41,Employment Statistics in the Planning of a Full-Employment Program,Charles Stewart & Loring Wood,9,0
235,41,Measuring and Forecasting Consumption,Frank R. Garfield,12,1
235,41,The Use of Adjusting Factors in the Analysis of Data with Disproportionate Subclass Numbers,R. E. Patterson,11,3
235,41,"A Punched Card Method for Presenting, Analyzing, and Comparing Many Series of Statistics for Areas",Bertram J. Black & Edward B. Olds,9,0
235,41,Linear Regression Functions with Neglected Variables,Howard L. Jones,12,3
235,41,The Analysis of Latin Squares when Some Observations are Missing,D. B. De Lury,11,4
235,41,Dr. Victor Selden Clark,E. Dana Durand,9,2
235,41,Corrington Calhoun Gill 1898–1946,Howard B. Myers,11,1
235,41,Book Review,Oscar Krisen Buros,11,0
235,41,Letters about Books,,9,0
235,41,Editorial Board Page,,8,0
234,41,The Membership of the American Statistical Association—An Analysis,Abner Hurwitz & Floyd C. Mann,11,0
234,41,Britain's New Post-War Economic Guide,Norman Crump,9,0
234,41,Problems and Methods of the Sample Survey of Business,"Morris H. Hansen, William N. Hurwitz & Margaret Gurney",19,11
234,41,Actuarial Analysis of the Operating Life of B-29 Aircraft Engines,Oscar L. Amman & Charles G. Goor,10,0
234,41,Systematic Sampling and its Relation to other Sampling Designs,Lillian H. Madow,17,7
234,41,Calculating the Geometric Mean from a Large Amount of Data,Zenon Szatrowski,14,1
234,41,The Design and Analysis of Methods for Sampling Microclimatic Factors,H. G. Wilm,13,6
234,41,Application of Machines to Differencing of Tables,Jack Laderman & Milton Abramowitz,9,0
234,41,Note on Sampling Probabilities,Holbrook Working,9,0
234,41,Frederick L. Hoffman 1865–1946,Walter F. Willcox,9,0
234,41,Forrest Rhinehart Immer 1899–1946,E. L. LeClerg,10,0
234,41,Carl Snyder,W. Randolph Burgess,9,0
234,41,Book Reviews,Oscar Krisen Buros,9,0
234,41,Editorial Board Page,,8,0
233,41,The Advancing Statistical Front,Walter A. Shewhart,17,0
233,41,On the Design of a Sample for Dealers' Inventories,W. Edwards Deming & Willard Simmons,12,3
233,41,War-Time Aluminum Statistics,Mortimer D. Goldstein,9,0
233,41,"Historical Note on the Purchasing Power Concept, and Index Numbers",Wirth F. Ferger,13,1
233,41,A Method of Making Actuarial Estimates for a Compulsory Health Insurance System,Paul A. Dodd Ph.D.,10,0
233,41,Approximation of Chi-Square by “Probits” and by “Logits”,Joseph Berkson M.D.,11,3
233,41,Sedley Anthony Cudmore 1878–1945,Herbert Marshall,9,0
233,41,Book Reviews,Oscar Krisen Buros,19,0
233,41,Editorial Board Page,,9,0
232,40,Statistical Quality Control in War Production,Holbrook Working,14,3
232,40,Statistical Estimation of Simultaneous Economic Relations,Tjalling Koopmans,16,9
232,40,The Relationship between Price Change and Price Level for Common Stocks,Zenon Szatrowski,9,0
232,40,Apportionment of Representatives in Congress on the Basis of Special Populations,Morris B. Ullman,9,1
232,40,The Square Root Method and its Use in Correlation and Regression,Paul S. Dwyer,12,16
232,40,Management Statistics in War Contract Renegotiation,Norman C. Parkin,10,0
232,40,The Generalized “Ideal” Index-Number Formula,Irving H. Siegel,13,2
232,40,Book Reviews,Oscar Krisen Buros Review Editor,10,0
231,40,Sequential Method of Sampling for Deciding between Two Courses of Action,Abraham Wald,17,10
231,40,On Training in Sampling,W. Edwards Deming,16,0
231,40,Estimate of Series E Bond Purchases by Farmers,Alvin S. Tostlebe,8,0
231,40,Component Indexes as a Basis for Stratification in Sampling,Margaret Jarman Hagood & Eleanor H. Bernert,13,10
231,40,Charts Should Tell a Story,J. A. Livingston,9,0
231,40,Internal Migration and Full Employment in the U. S.,A. J. Jaffe & Seymour L. Wolfbein,11,0
231,40,Attrition Life Tables for the Single Population,Wilson H. Grabill,10,3
231,40,A Chart of the χ2 and t Distributions,James P. Crow,16,0
231,40,Book Reviews,Oscar Krisen Buros Review Editor,11,0
231,40,Editorial Board Page,,11,0
230,40,The WPB Index of War Production,"Morris A. Copeland, Jerome Jacobson & Herman Lasken",9,0
230,40,Training at the Professional Level for Statistical Work in Agriculture and Biology,W. G. Cochran,12,2
230,40,Training to Supply the Demand,Francis G. Cornell,10,0
230,40,On the Training of Statisticians,Milton da Silva Rodrigues,11,1
230,40,Wartime Changes in Urban Wage Relationships,Robert J. Myers,9,0
230,40,The Revised Census Series of Current Employment Estimates,A. Ross Eckler,11,0
230,40,Expanding Local Postwar Employment Data to Produce State Estimates,Harris P. Dawson Jr.,9,0
230,40,Experiment in the Measurement of Unpaid Family Labor in Agriculture,Louis J. Ducoff & Gertrude Bancroft,9,2
230,40,An Application of the Control Chart Method to the Testing and Marketing of Foods,Sophie Marcuse,14,3
230,40,The Use of Discriminant Functions in Comparing Judges' Scores concerning Potatoes,William Dowell Baten,8,1
230,40,The Federal Government's Statistical Program for Reconversion and Postwar Adjustment: A Round Table,M. Joseph Meehan,11,0
230,40,Discussion,Rufus S. Tucker,9,0
230,40,Population,Leon E. Truesdell,9,0
230,40,Farm Wage Statistics for a Full Employment Program,Conrad Taeuber,10,0
230,40,Labor Statistics for a Full Employment Program,N. Arnold Tolles,10,0
230,40,Problems of Integrating Federal Statistics: A Round Table,Mr. Rice,10,0
230,40,Management of Field Work and Collection of Statistics: A Round Table,Joseph C. Bevis,12,0
230,40,Problems of Field Management in Army Opinion Research,William McPeak,9,0
230,40,Management of Field Work and Collection of Statistics of the Labor Force,A. Ross Eckler,9,0
230,40,Calculation of Chi-Square for Complex Contingency Tables,H. W. Norton,18,19
230,40,A Common Error concerning Kurtosis,Irving Kaplansky,13,22
230,40,On the Death of Franklin Delano Roosevelt,,8,0
230,40,Book Reviews,Glenn E. McLaughlin Review Editor,9,0
229,40,The Role of the American Statistical Association,Helen M. Walker,14,1
229,40,The Use of Statistics in the Formulation of a National Full Employment Policy,Honorable Henry A. Wallace Vice President of the United States,11,0
229,40,The Measurement of Postwar Labor Supply and its Capacity to Produce,S. Morris Livingston,9,0
229,40,The Demographic Statistics of Southern and Eastern Asia,Irene B. Taeuber,11,0
229,40,The Master Sample of Agriculture,A. J. King,20,5
229,40,The Master Sample of Agriculture,R. J. Jessen,12,1
229,40,Opportunities for Statistical Work in the Federal Government,William R. Leonard,9,0
229,40,Opportunities for Statistical Work in State and Local Governments,David M. Schneider,9,0
229,40,Opportunities for Teaching and Research,Gertrude M. Cox,12,1
229,40,Opportunities for Statisticians in Industry,John B. Catlin,12,0
229,40,Statistical Tests as a Basis for “Yes-No” Choices,Herbert A. Simon,11,0
229,40,An Application of the Poisson Series to Some Problems of Enumerations,F. M. Wadley,11,0
229,40,Test of the Significance of the Differences of per Cents of Emergence of Seedlings in Multiple Field Trials,G. A. Baker,10,2
229,40,On the Summation of Certain Progressions Useful in Time Series Analysis,A. M. Niessen,10,0
229,40,Election of Fellows,John R. Miner Chairman,9,0
229,40,Book Reviews,,8,0
228,39,Wartime Developments in Agricultural Statistics,H. R. Tolley & Conrad Taeuber,12,0
228,39,Insurance in the International Balances of Payments,S. J. Lengyel,11,0
228,39,Measurement of Industrial Production since 1939,Frank R. Garfield,9,0
228,39,Economic Consumption Scales and Their Uses,Robert Morse Woodbury,11,1
228,39,"The Distribution of Private, Non-Agricultural Employees in the United States by Straight-Time Hourly Wage Rates",David R. Roberts,9,0
228,39,A Simplified Calculation of the Potency of Penicillin and other Drugs Assayed Biologically with a Graded Response,C. I. Bliss,40,10
228,39,A Method of Analysis of Family Composition and Income,T. J. Woofter Jr.,10,0
228,39,Determining Sample Size,J. A. Nordin,36,1
228,39,An Interpretation of the Quantity Index,Warren C. Waite,12,0
228,39,Some Methods for the Evaluation of a Sum,Leo A. Aroian,11,3
228,39,Industrial Classes in the United States in 1940,Tillman M. Sogge,9,0
228,39,The Social Insurance Movement,,8,0
228,39,A Note to “On the Summation of Progressions Useful in Time Series Analysis”,Joseph A. Pierce,9,0
228,39,Book Reviews,Glenn E. McLaughlin Review Editor,13,0
227,39,Post-War Planning for British Official Statistics,Richard O. Lang,12,0
227,39,International Programming of the Distribution of Resources: A Symposium,William L. Batt,9,0
227,39,International Programming of the Distribution of Resources: A Symposium,R. G. D. Allen,9,0
227,39,International Programming of the Distribution of Resources: A Symposium,R. A. Gordon,9,0
227,39,Organizing Statistical Work on a Functional Basis,Harvey E. Becknell,9,0
227,39,The Sample Census of Congested Production Areas,Howard G. Brunsman,9,0
227,39,Analysis of the Data of a Public Health Organization by the Control Chart Method,Walter Schilling M.D.,10,1
227,39,Matters of Misconception concerning the Quality Control Chart,Edward M. Schrock,14,1
227,39,"Industrial Materials Production, World Wars I and II",Geoffrey H. Moore,9,0
227,39,Interpreting the Statistics of Medical Examinations of Selectees,Edward A. Lew,11,1
227,39,Application of the Logistic Function to Bio-Assay,Joseph Berkson M.D.,92,54
227,39,The Relative Efficiencies of Groups of Farms as Sampling Units,Walter A. Hendricks,13,3
227,39,Cost of Living on Farms and Prices Paid by Farmers,John D. Black & Althea Macdonald,10,0
227,39,On the Summation of Progressions Useful in Time Series Analysis,Joseph A. Pierce,10,0
227,39,Committee on Nominations,,9,0
227,39,Book Reviews,Glenn E. McLaughlin Review Editor,11,0
226,39,The Inter American Statistical Institute: Four Years Old,Stuart A. Rice,9,0
226,39,War Time Facts and Peace Time Needs,Vergil D. Reed,10,0
226,39,Centralized Internal Control of Data Collection by Federal Agencies,Edward T. Crowder,9,1
226,39,Methods Used in Processing Data from the Physical Examination Reports of the Selective Service System,Thomas I. Edwards & Louis P. Hellman,10,2
226,39,Benefits and Beneficiaries under Social Insurance and Related Programs,Franklin M. Aaronson,10,1
226,39,Use of the Survival Rate Method in Measuring Net Migration,C. Horace Hamilton & P. M. Henderson,10,6
226,39,The Rising Liquidity of Manufacturing Companies and its Implications for Financing Postwar Conversion,Frederick C. Dirks,9,0
226,39,The Concept of Productive Activity,Irving H. Siegel,9,0
226,39,Some Problems of Statistical Education and Teaching,Juan Kimelman,9,0
226,39,On Samples from Finite Populations,Jerome Cornfield,15,12
226,39,A Simplified Formula for Mean Difference,Tseng-Tung Cheng,10,0
226,39,A New Probability Function and its Properties,Tseng-Tung Cheng,11,0
226,39,A Chart of the Chi-Square Distribution,C. I. Bliss,12,1
226,39,"Henry Lewis Rietz, 1875–1943",Frank Mark Weida,8,0
226,39,"Arne Fisher, 1887–1944",Edward C. Molina,8,0
226,39,A Reply to W. Edwards Deming's Review of Treatment of Experimental Data,A. G. Worthing,11,0
226,39,Note to “A Mechanical Determination of Correlation Coefficients and Standard Deviations”,John R. Platt,8,0
226,39,Book Reviews,Glenn E. McLaughlin Review Editor,9,0
225,39,Research and Policy,E. A. Goldenweiser,8,0
225,39,The Statistical Program of the Selective Service System,Kenneth H. McGill,10,0
225,39,The Social Value of Agricultural Statistics,Walter H. Ebling,10,0
225,39,Problems in Estimating Food Production in Wartime,Joseph A. Becker,9,0
225,39,A Statistical Analysis of Recent Changes in Commodity Prices at Wholesale,Leonard Ascher,10,0
